NM_VOTAVEL;NR_ZONA;NM_LOCAL_VOTACAO;DS_LOCAL_VOTACAO_ENDERECO;NM_MUNICIPIO;QT_VOTOS_TOTAL;LATITUDE;LONGITUDE
AMANDA BRANDAO ARMELAU;162;E. M. TENENTE GENERAL NAPION;AV. ALMIRANTE FRONTIN 50;RIO DE JANEIRO;28;-228.469.369;-4.324.659.920.000.000
AMANDA BRANDAO ARMELAU;162;EDI EDMUNDO DA LUZ PINTO;PRAÇA ESPLANADA S/N;RIO DE JANEIRO;11;-228.255.095;-432.788.914
AMANDA BRANDAO ARMELAU;162;EDI GOETHE;RUA PIRICUMÃ 100;RIO DE JANEIRO;12;-228.254.417;-43.288.516
AMANDA BRANDAO ARMELAU;162;EDI MIGUEL COUTO;RUA CARLINA, S/N;RIO DE JANEIRO;18;-22.839.767;-432.661.691
AMANDA BRANDAO ARMELAU;162;EDI PIERRE JANET;RUA NOSSA SENHORA DAS GRAÇAS 699;RIO DE JANEIRO;11;-228.499.984;-432.564.374
AMANDA BRANDAO ARMELAU;162;ESCOLA SOLDADINHO DE CHUMBO;RUA GUARATINGUETÁ, 23;RIO DE JANEIRO;22;-228.447.447;-432.624.449
AMANDA BRANDAO ARMELAU;162;GRÊMIO RECREATIVO DE RAMOS;RUA JOÃO SILVA 65;RIO DE JANEIRO;29;-22.849.516;-43.262.424
AMANDA BRANDAO ARMELAU;162;IGREJA ASSEMBLEIA DE DEUS CENTRAL DE CORDOVIL;ESTRADA DO PORTO VELHO, 311;RIO DE JANEIRO;19;-228.220.585;-432.933.781
AMANDA BRANDAO ARMELAU;162;IGREJA DE SANTA CECÍLIA;RUA GURUPATUBA, 74;RIO DE JANEIRO;18;-228.286.931;-432.922.959
AMANDA BRANDAO ARMELAU;162;IGREJA NOSSA SENHORA DA CONCEICAO;RUA IRAMAIA 87;RIO DE JANEIRO;16;-228.171.486;-432.996.427
AMANDA BRANDAO ARMELAU;162;IGREJA NOSSA SENHORA DA GLORIA;RUA IPAMERI 966;RIO DE JANEIRO;9;-228.231.055;-432.931.242
AMANDA BRANDAO ARMELAU;162;IGREJA PRESBITERIANA DE CORDOVIL;RUA LYRIO MAURICIO DA FONSECA, 280;RIO DE JANEIRO;4;-2.282.125;-4.329.758
AMANDA BRANDAO ARMELAU;162;INSTITUTO NOSSA SENHORA DAS DORES;RUA ATURIÁ, 110;RIO DE JANEIRO;8;-228.271.981;-432.923.575
AMANDA BRANDAO ARMELAU;167;CENTRO EDUCACIONAL NOSSA SENHORA APARECIDA;RUA FAUSTINO LINS 898;RIO DE JANEIRO;40;-22.821.985;-433.974.907
AMANDA BRANDAO ARMELAU;167;CIEP RAUL SEIXAS;ESTRADA DO CAMBOATA S/N;RIO DE JANEIRO;38;-22.825.447;-4.337.267.689.999.990
AMANDA BRANDAO ARMELAU;167;COLEGIO RICARDENSE;RUA DAS FLORES, 40;RIO DE JANEIRO;10;-229.234.334;-4.323.241.729.999.990
AMANDA BRANDAO ARMELAU;167;COLÉGIO ESTADUAL PROFESSOR MANUEL MAURÍCIO DE ALBUQUERQUE;RUA SOLDADO JOÃO FRANCO, 10;RIO DE JANEIRO;25;-228.190.929;-433.900.453
AMANDA BRANDAO ARMELAU;167;COLÉGIO MUNICIPAL FERNANDO RODRIGUES;RUA JOSÉ DA CRUZ RAJO, SN;RIO DE JANEIRO;6;-228.270.777;-433.708.034
AMANDA BRANDAO ARMELAU;167;EDI MEDALHISTA PARALÍMPICO DANIEL MARTINS;RUA GÊNOVA, 199;RIO DE JANEIRO;15;-228.348.484;-433.932.753
AMANDA BRANDAO ARMELAU;167;ESCOLA MUNICIPAL ALBERTO JOSÉ SAMPAIO;RUA INHUMAÍ S/N;RIO DE JANEIRO;28;-228.078.791;-433.719.828
AMANDA BRANDAO ARMELAU;167;ESCOLA MUNICIPAL ALZIRO ZARUR;RUA DORES DO TURVO, 90;RIO DE JANEIRO;27;-228.174.153;-433.789.461
AMANDA BRANDAO ARMELAU;167;ESCOLA MUNICIPAL COMANDANTE ARNALDO VARELLA;AV. CHRISOSTOMO PIMENTEL OLIVEIRA, 2.505;RIO DE JANEIRO;25;-228.132.356;-433.766.914
AMANDA BRANDAO ARMELAU;167;ESCOLA MUNICIPAL GRANDJEAN DE MONTIGNY;PRACA DOS UCRANIANOS S/N;RIO DE JANEIRO;23;-229.068.467;-431.728.965
AMANDA BRANDAO ARMELAU;167;ESCOLA MUNICIPAL LEVY MIRANDA;RUA IGUABA GRANDE, 313;RIO DE JANEIRO;28;-228.152.018;-433.777.547
AMANDA BRANDAO ARMELAU;167;ESCOLA MUNICIPAL LUCIO DE MENDONCA;RUA ITAJACE 34;RIO DE JANEIRO;24;-228.176.229;-434.002.364
AMANDA BRANDAO ARMELAU;167;ESCOLA MUNICIPAL MARIO PIRAGIBE;RUA ALCOBACA 1127;RIO DE JANEIRO;29;-228.255.444;-433.922.089
AMANDA BRANDAO ARMELAU;167;ESCOLA MUNICIPAL MAX FLEIUSS;PRAÇA NOSSA SENHORA DAS DORES S/N;RIO DE JANEIRO;9;-228.087.076;-433.706.266
AMANDA BRANDAO ARMELAU;167;ESCOLA MUNICIPAL MESTRE VALENTIM;RUA JORNALISTA MARIO LISBOA 127;RIO DE JANEIRO;12;-228.173.036;-433.859.022
AMANDA BRANDAO ARMELAU;167;ESCOLA MUNICIPAL ZITUO YONESHIGNE;RUA MORAIS PINHEIRO, 1.140;RIO DE JANEIRO;7;-228.340.546;-43.390.403
AMANDA BRANDAO ARMELAU;167;PAROQUIA SAO JOSE;RUA PARAUNA 128;RIO DE JANEIRO;10;-228.402.022;-433.967.648
AMANDA BRANDAO ARMELAU;167;PATRONATO NOSSA SENHORA DE NAZARE;RUA JOSE LOURENCO 189;RIO DE JANEIRO;12;-228.218.561;-433.991.452
AMANDA BRANDAO ARMELAU;169;CADEG - CENTRO DE ABASTECIMENTO DO ESTADO DA GUANABARA;RUA CAPITÃO FELIX, 110, SL, AUDITÓRIO;RIO DE JANEIRO;6;-228.953.359;-43.235.262
AMANDA BRANDAO ARMELAU;169;CIEP CORONEL SARMENTO;AV. ITAÓCA, S/N;RIO DE JANEIRO;27;-228.723.704;-432.766.557
AMANDA BRANDAO ARMELAU;169;CIEP NAÇÃO MANGUEIRENSE;RUA SANTOS MELO 273;RIO DE JANEIRO;18;-229.016.202;-432.420.199
AMANDA BRANDAO ARMELAU;169;COLÉGIO ESTADUAL PROFESSOR CLOVIS MONTEIRO;AV. DOS DEMOCRÁTICOS, 271;RIO DE JANEIRO;22;-228.787.364;-432.553.659
AMANDA BRANDAO ARMELAU;169;COLÉGIO SANTA MÔNICA;AV. DOS DEMOCRÁTICOS, 1251;RIO DE JANEIRO;45;-228.731.545;-432.585.977
AMANDA BRANDAO ARMELAU;169;E.D.I JOAQUIM VENANCIO;RUA HESPÉRIA, 15;RIO DE JANEIRO;11;-22.875.632;-432.550.874
AMANDA BRANDAO ARMELAU;169;ESCOLA MUNICIPAL ALCIDE DE GÁSPERI;RUA MIRALUZ, 181;RIO DE JANEIRO;19;-228.695.782;-432.650.764
AMANDA BRANDAO ARMELAU;169;ESCOLA MUNICIPAL ALICE DO AMARAL PEIXOTO;RUA EBANO 187;RIO DE JANEIRO;15;-228.895.651;-432.362.935
AMANDA BRANDAO ARMELAU;169;ESCOLA MUNICIPAL CARDEAL LEME;RUA EBANO 205;RIO DE JANEIRO;24;-228.892.234;-432.358.652
AMANDA BRANDAO ARMELAU;169;ESCOLA MUNICIPAL DOM JOÃO VI;RUA DARKE DE MATOS, 166;RIO DE JANEIRO;30;-2.287.294;-43.263.153
AMANDA BRANDAO ARMELAU;169;ESCOLA MUNICIPAL EDMUNDO BITTENCOURT;RUA LOPES TROVAO 287  ;RIO DE JANEIRO;20;-228.923.389;-432.341.811
AMANDA BRANDAO ARMELAU;169;ESCOLA MUNICIPAL ESTADO DA GUANABARA;RUA LOURENÇO RIBEIRO, 31;RIO DE JANEIRO;29;-228.784.894;-432.563.441
AMANDA BRANDAO ARMELAU;169;ESCOLA MUNICIPAL EURICO VILELA;RUA CHAPADINHA, S/N;RIO DE JANEIRO;14;-228.739.269;-432.728.979
AMANDA BRANDAO ARMELAU;169;ESCOLA MUNICIPAL GONZAGA DA GAMA FILHO;RUA GENERAL GUSTAVO CORDEIRO DE FARIA 578;RIO DE JANEIRO;15;-228.978.803;-432.375.935
AMANDA BRANDAO ARMELAU;169;ESCOLA MUNICIPAL GUSTAVO ARMBRUST;RUA IRAPO, S/N;RIO DE JANEIRO;20;-228.741.583;-432.750.736
AMANDA BRANDAO ARMELAU;169;ESCOLA MUNICIPAL LAURO SODRÉ;ESTRADA ADHEMAR BEBIANO, 785;RIO DE JANEIRO;18;-228.728.777;-432.690.019
AMANDA BRANDAO ARMELAU;169;ESCOLA MUNICIPAL MINISTRO OROSIMBO NONATO;RUA DARKE DE MATOS, 152;RIO DE JANEIRO;29;-228.724.918;-432.628.827
AMANDA BRANDAO ARMELAU;169;ESCOLA MUNICIPAL NEUMA GONÇALVES DA SILVA;RUA ANA NERY, 192;RIO DE JANEIRO;8;-228.978.803;-432.375.935
AMANDA BRANDAO ARMELAU;169;ESCOLA MUNICIPAL NICOLAU ANTÔNIO TAUNAY;RUA GIMIRIM, S/N;RIO DE JANEIRO;10;-22.874.797;-432.760.402
AMANDA BRANDAO ARMELAU;169;ESCOLA MUNICIPAL ORDEM E PROGRESSO;RUA AÇAPUVA, 132;RIO DE JANEIRO;32;-228.763.393;-432.626.787
AMANDA BRANDAO ARMELAU;169;ESCOLA MUNICIPAL OSWALDO CRUZ;AV. DOS DEMOCRÁTICOS, 683;RIO DE JANEIRO;23;-228.779.147;-432.562.461
AMANDA BRANDAO ARMELAU;169;ESCOLA MUNICIPAL PACE;AV. DOM HELDER CÂMARA, 2320;RIO DE JANEIRO;18;-228.804.926;-432.583.564
AMANDA BRANDAO ARMELAU;169;ESCOLA MUNICIPAL URUGUAI;RUA ANA NERY, 192;RIO DE JANEIRO;9;-228.982.988;-432.377.653
AMANDA BRANDAO ARMELAU;169;LEGIÃO DA BOA VONTADE;AV. DOM HÉLDER CÂMARA, 3059;RIO DE JANEIRO;23;-228.786.869;-432.644.635
AMANDA BRANDAO ARMELAU;169;SENAI;PRAÇA NATIVIDADE SALDANHA,19;RIO DE JANEIRO;54;-228.966.788;-432.411.715
AMANDA BRANDAO ARMELAU;170;ASBAC - ASSOCIAÇÃO DOS SERVIDORES DO BANCO CENTRAL;RUA BARÃO DE MESQUITA 872;RIO DE JANEIRO;16;-229.243.391;-43.252.976
AMANDA BRANDAO ARMELAU;170;ASSOCIAÇÃO ATLÉTICA DA TIJUCA;RUA BARÃO DE MESQUITA 149;RIO DE JANEIRO;24;-22.920.079;-432.310.918
AMANDA BRANDAO ARMELAU;170;ASSOCIAÇÃO ATLÉTICA LIGHT;RUA BARÃO DO BOM RETIRO 1954;RIO DE JANEIRO;9;-229.175.169;-43.262.244
AMANDA BRANDAO ARMELAU;170;ASSOCIAÇÃO ESPÍRITA RITA DE CÁSSIA;RUA GASTÃO PENALVA 31;RIO DE JANEIRO;17;-229.277.611;-432.509.706
AMANDA BRANDAO ARMELAU;170;BANCO DO BRASIL S/A;AVENIDA VINTE E OITO DE SETEMBRO 306 AB;RIO DE JANEIRO;7;-228.342.515;-433.871.949
AMANDA BRANDAO ARMELAU;170;BANCO ITAÚ S/A;AVENIDA VINTE E OITO DE SETEMBRO 293 A;RIO DE JANEIRO;20;-22.915.798;-432.451.054
AMANDA BRANDAO ARMELAU;170;BRADESCO S/A;AVENIDA VINTE E OITO DE SETEMBRO 274;RIO DE JANEIRO;7;-228.342.557;-433.871.993
AMANDA BRANDAO ARMELAU;170;CAIXA ECONÔMICA FEDERAL;RUA SÃO FRANCISCO XAVIER 478;RIO DE JANEIRO;8;-229.130.754;-4.323.468.340.000.000
AMANDA BRANDAO ARMELAU;170;CCAA - CENTRO DE CULTURA ANGLO AMERICANA;RUA BARÃO DE MESQUITA 906;RIO DE JANEIRO;12;-229.237.842;-432.547.575
AMANDA BRANDAO ARMELAU;170;COLÉGIO DA COMPANHIA DE MARIA;AV. ENGENHEIRO RICHARD 107;RIO DE JANEIRO;35;-229.222.828;-432.626.886
AMANDA BRANDAO ARMELAU;170;COLÉGIO ESTADUAL CHICO ANYSIO;RUA AMARAL, 26;RIO DE JANEIRO;17;-229.240.508;-432.434.535
AMANDA BRANDAO ARMELAU;170;COLÉGIO ESTADUAL JOÃO ALFREDO;AVENIDA VINTE E OITO DE SETEMBRO 109 FUNDOS;RIO DE JANEIRO;11;-229.154.119;-432.379.717
AMANDA BRANDAO ARMELAU;170;COLÉGIO NOSSA SENHORA DA MISERICÓRDIA;RUA BARÃO DE MESQUITA 689;RIO DE JANEIRO;45;-229.265.966;-432.458.927
AMANDA BRANDAO ARMELAU;170;COLÉGIO NOSSA SENHORA DE LOURDES;RUA OITO DE DEZEMBRO 328;RIO DE JANEIRO;15;-229.096.096;-432.405.417
AMANDA BRANDAO ARMELAU;170;COLÉGIO PENSI - VILA ISABEL;RUA SOUSA FRANCO 179;RIO DE JANEIRO;41;-229.172.456;-4.324.576.099.999.990
AMANDA BRANDAO ARMELAU;170;COLÉGIO SANTOS DUMONT;AVENIDA VINTE E OITO DE SETEMBRO 156;RIO DE JANEIRO;13;-229.147.193;-432.411.202
AMANDA BRANDAO ARMELAU;170;COLÉGIO SARAH DAWSEY;AV MARACANÃ, 610;RIO DE JANEIRO;9;-229.176.999;-432.316.873
AMANDA BRANDAO ARMELAU;170;COLÉGIO-CURSO MARTINSINHO - VILA ISABEL;RUA ARAÚJO LIMA 139;RIO DE JANEIRO;11;-229.214.898;-432.424.246
AMANDA BRANDAO ARMELAU;170;DEVOÇÃO PARTICULAR AO DIVINO ESPÍRITO SANTO;PRAÇA BARÃO DE DRUMOND, 17;RIO DE JANEIRO;15;-229.175.961;-432.506.197
AMANDA BRANDAO ARMELAU;170;ESCOLA MUNICIPAL AFONSO PENA;RUA BARÃO DE MESQUITA 499;RIO DE JANEIRO;29;-229.243.155;-432.400.659
AMANDA BRANDAO ARMELAU;170;ESCOLA MUNICIPAL AFRÂNIO PEIXOTO;RUA FERREIRA PONTES 328;RIO DE JANEIRO;15;-229.268.598;-432.549.267
AMANDA BRANDAO ARMELAU;170;ESCOLA MUNICIPAL BARÃO HOMEM DE MELLO;RUA ALMIRANTE JOÃO CÂNDIDO BRASIL 352;RIO DE JANEIRO;14;-229.168.942;-432.369.343
AMANDA BRANDAO ARMELAU;170;ESCOLA MUNICIPAL BATISTA PEREIRA;RUA SILVA TELES 65;RIO DE JANEIRO;16;-229.223.832;-432.437.164
AMANDA BRANDAO ARMELAU;170;ESCOLA MUNICIPAL DUQUE DE CAXIAS;RUA MARECHAL JOFRE 74;RIO DE JANEIRO;23;-229.183.595;-432.652.337
AMANDA BRANDAO ARMELAU;170;ESCOLA MUNICIPAL EPITÁCIO PESSOA;RUA ERNESTO DE SOUZA 153;RIO DE JANEIRO;24;-2.292.977;-43.250.948
AMANDA BRANDAO ARMELAU;170;ESCOLA MUNICIPAL EQUADOR;AVENIDA VINTE E OITO DE SETEMBRO 351;RIO DE JANEIRO;23;-229.161.525;-432.469.712
AMANDA BRANDAO ARMELAU;170;ESCOLA MUNICIPAL FRANCISCO CAMPOS;RUA NOSSA SENHORA DE LOURDES 175;RIO DE JANEIRO;22;-229.220.187;-432.577.798
AMANDA BRANDAO ARMELAU;170;ESCOLA MUNICIPAL FRANCISCO MANUEL;RUA SENADOR SOARES, 61;RIO DE JANEIRO;31;-229.206.987;-432.419.288
AMANDA BRANDAO ARMELAU;170;ESCOLA MUNICIPAL LEITÃO DA CUNHA;RUA MAJOR ÁVILA 317;RIO DE JANEIRO;10;-229.212.725;-43.233.666
AMANDA BRANDAO ARMELAU;170;ESCOLA MUNICIPAL MADRID;RUA MAXWELL, 08;RIO DE JANEIRO;9;-229.161.687;-432.366.078
AMANDA BRANDAO ARMELAU;170;ESCOLA MUNICIPAL PANAMÁ;RUA DUQUESA DE BRAGANÇA 22;RIO DE JANEIRO;20;-229.232.378;-4.325.521
AMANDA BRANDAO ARMELAU;170;ESCOLA MUNICIPAL PRESIDENTE JOÃO GOULART;RUA MENDES TAVARES 121;RIO DE JANEIRO;17;-229.210.314;-4.325.277.210.000.000
AMANDA BRANDAO ARMELAU;170;ESCOLA MUNICIPAL PROFESSOR LOURENÇO FILHO;PRAÇA EDMUNDO REGO 11;RIO DE JANEIRO;27;-229.230.197;-432.647.501
AMANDA BRANDAO ARMELAU;170;ESCOLA MUNICIPAL REPÚBLICA ARGENTINA (ATUAL UERJ);AVENIDA VINTE E OITO DE SETEMBRO 157;RIO DE JANEIRO;43;-229.146.671;-432.388.229
AMANDA BRANDAO ARMELAU;170;ESCOLA MUNICIPAL RODRIGO MELO FRANCO DE ANDRADE;RUA ERNESTO DE SOUZA 153;RIO DE JANEIRO;14;-2.292.977;-43.250.948
AMANDA BRANDAO ARMELAU;170;GRAJAÚ COUNTRY CLUB;RUA PROFESSOR VALADARES 262;RIO DE JANEIRO;23;-229.219.277;-432.675.515
AMANDA BRANDAO ARMELAU;170;GRAJAÚ TÊNIS CLUBE;AV. ENGENHEIRO RICHARD 83;RIO DE JANEIRO;25;-229.218.219;-43.261.495
AMANDA BRANDAO ARMELAU;170;GREMIO RECREATIVO ESCOLA DE SAMBA UNIDOS DE VILA ISABEL;AVENIDA 28 DE SETEMBRO 382;RIO DE JANEIRO;26;-229.161.414;-4.324.887.529.999.990
AMANDA BRANDAO ARMELAU;170;IGREJA MESSIÂNICA MUNDIAL DO BRASIL;RUA ITABAIANA 74;RIO DE JANEIRO;13;-229.204.163;-432.624.645
AMANDA BRANDAO ARMELAU;170;IGREJA METODISTA DE VILA ISABEL;AVENIDA VINTE E OITO DE SETEMBRO, 400;RIO DE JANEIRO;25;-229.161.607;-432.493.773
AMANDA BRANDAO ARMELAU;170;INSTITUIÇÃO RELIGIOSA PERFECT LIBERTY;RUA BARÃO DE SÃO FRANCISCO 128;RIO DE JANEIRO;17;-229.226.102;-432.499.146
AMANDA BRANDAO ARMELAU;176;CERC 1 - CENTRO EDUCACIONAL ROSA CHAMMA;AV. BRAS DE PINA 1566;RIO DE JANEIRO;19;-228.438.293;-433.021.142
AMANDA BRANDAO ARMELAU;176;CIEP GRACILLIANO RAMOS;RUA JORGE LACERDA S/N;RIO DE JANEIRO;11;-228.132.026;-433.224.202
AMANDA BRANDAO ARMELAU;176;ESCOLA MUNICIPAL ADLAI STEVENSON;RUA BEIRA ALTA 95;RIO DE JANEIRO;36;-228.250.646;-433.156.176
AMANDA BRANDAO ARMELAU;176;ESCOLA MUNICIPAL ALFREDO GOMES;RUA TENENTE PALESTRINA 538;RIO DE JANEIRO;13;-228.262.757;-433.048.834
AMANDA BRANDAO ARMELAU;176;ESCOLA MUNICIPAL ALFREDO VALADAO;RUA IRINEU MACHADO 20;RIO DE JANEIRO;15;-229.068.467;-431.728.965
AMANDA BRANDAO ARMELAU;176;ESCOLA MUNICIPAL ANDRADE NEVES;RUA VIANA DO CASTELO, SN;RIO DE JANEIRO;19;-228.098.936;-433.260.194
AMANDA BRANDAO ARMELAU;176;ESCOLA MUNICIPAL CARDEAL CAMARA;RUA ANAMA 98;RIO DE JANEIRO;14;-22.815.227;-433.037.321
AMANDA BRANDAO ARMELAU;176;ESCOLA MUNICIPAL CONEGO FERNANDES PINHEIRO;RUA SEBASTIAN BACH S/N;RIO DE JANEIRO;23;-229.068.467;-431.728.965
AMANDA BRANDAO ARMELAU;176;ESCOLA MUNICIPAL DAVID PEREZ;RUA PACHECO JUNIOR S/N;RIO DE JANEIRO;27;-228.302.152;-433.060.561
AMANDA BRANDAO ARMELAU;176;ESCOLA MUNICIPAL EMBAIXADOR BARROS HURTADO;RUA GENERAL CARVALHO 702;RIO DE JANEIRO;23;-228.272.041;-433.065.078
AMANDA BRANDAO ARMELAU;176;ESCOLA MUNICIPAL ENEYDA RABELLO DE ANDRADE;PRACA ALBERTO TORRES 37;RIO DE JANEIRO;4;-228.067.258;-433.172.234
AMANDA BRANDAO ARMELAU;176;ESCOLA MUNICIPAL GASPAR VIANA;RUA HERON DOMINGUES 162;RIO DE JANEIRO;32;-22.825.715;-433.212.018
AMANDA BRANDAO ARMELAU;176;ESCOLA MUNICIPAL GRECIA;AV. BRAS DE PINA 1614;RIO DE JANEIRO;29;-228.375.997;-433.127.626
AMANDA BRANDAO ARMELAU;176;ESCOLA MUNICIPAL HEITOR BELTRAO;RUA OTRANTO 680;RIO DE JANEIRO;26;-228.155.468;-433.074.891
AMANDA BRANDAO ARMELAU;176;ESCOLA MUNICIPAL HERBERT MOSES;RUA CRISTIANO MACHADO 391;RIO DE JANEIRO;53;-22.814.743;-43.319.374
AMANDA BRANDAO ARMELAU;176;ESCOLA MUNICIPAL JORGE DE GOUVÊA;PRAÇA CATOLÉ DO ROCHA 4;RIO DE JANEIRO;14;-228.069.335;-433.074.407
AMANDA BRANDAO ARMELAU;176;ESCOLA MUNICIPAL JOSEPH BLOCH;RUA ALVARO DE MACEDO 77;RIO DE JANEIRO;16;-228.178.786;-4.330.365.860.000.000
AMANDA BRANDAO ARMELAU;176;ESCOLA MUNICIPAL NUN ALVARES PEREIRA;RUA BEIRA ALTA S/N;RIO DE JANEIRO;28;-229.068.467;-431.728.965
AMANDA BRANDAO ARMELAU;176;ESCOLA MUNICIPAL ODILON BRAGA;PRACA LAGUNA 40;RIO DE JANEIRO;11;-2.282.646;-433.070.758
AMANDA BRANDAO ARMELAU;176;ESCOLA MUNICIPAL PRESIDENTE GRONCH;RUA JORGE LACERDA, S/N;RIO DE JANEIRO;22;-228.136.355;-433.222.504
AMANDA BRANDAO ARMELAU;176;ESCOLA MUNICIPAL PROFESSOR EMANUEL PEREIRA FILHO;PRACA LAGUNA 102;RIO DE JANEIRO;12;-228.266.584;-4.330.678.959.999.990
AMANDA BRANDAO ARMELAU;176;ESCOLA MUNICIPAL REPUBLICA DO LIBANO;PRACA ELBA 1215;RIO DE JANEIRO;44;-228.131.392;-433.096.034
AMANDA BRANDAO ARMELAU;176;ESCOLA MUNICIPAL SÃO JOÃO BATISTA;PRAÇA LAGUNA, 40;RIO DE JANEIRO;17;-228.263.921;-433.069.403
AMANDA BRANDAO ARMELAU;176;ESCOLA MUNICIPAL ZELIA BRAUNE;RUA GEORGE BIZET S/N;RIO DE JANEIRO;46;-228.089.797;-433.209.975
AMANDA BRANDAO ARMELAU;176;ESCOLA TECNICA ESTADUAL JUSCELINO KUBITSCHEK;RUA JORNALISTA ANTONIO DE FREITAS 76;RIO DE JANEIRO;37;-228.145.586;-433.186.985
AMANDA BRANDAO ARMELAU;176;IBGE;AV. BRASIL 15671;RIO DE JANEIRO;7;-228.191.638;-4.330.713.739.999.990
AMANDA BRANDAO ARMELAU;179;CAIC EUCLIDES DA CUNHA;AV. ENGENHEIRO SOUZA FILHO S/N;RIO DE JANEIRO;33;-229.068.467;-431.728.965
AMANDA BRANDAO ARMELAU;179;CEEVA II - CENTRO EDUCACIONAL EVANGÉLICO VIEIRA AGUIAR - UNIDADE II;AVENIDA IZABEL DOMINGUES, 420;RIO DE JANEIRO;34;-229.634.476;-433.512.804
AMANDA BRANDAO ARMELAU;179;CENTRO DE ENSINO MARIO BARRETO (PIRILAMPO FELIZ);RUA EDGARD WERNECK, 1199 / 1211;RIO DE JANEIRO;9;-22.945.674;-433.578.522
AMANDA BRANDAO ARMELAU;179;CIEP GOVERNADOR ROBERTO DA SILVEIRA;ESTRADA DE JACAREPAGUA 3415;RIO DE JANEIRO;30;-229.751.195;-433.282.081
AMANDA BRANDAO ARMELAU;179;CIEP JOÃO BATISTA DOS SANTOS;RUA EDGARD WERNECK, 1565;RIO DE JANEIRO;35;-229.471.372;-433.599.008
AMANDA BRANDAO ARMELAU;179;CIEP LAURO DE OLIVEIRA LIMA - ANTIGO LINDOLPHO COLLOR;ESTRADA DE JACAREPAGUA 5011;RIO DE JANEIRO;24;-229.729.455;-433.353.188
AMANDA BRANDAO ARMELAU;179;COLÉGIO CRUZEIRO - UNIDADE JACAREPAGUÁ;RUA RETIRO DOS ARTISTAS 589;RIO DE JANEIRO;64;-229.339.508;-4.335.508.249.999.990
AMANDA BRANDAO ARMELAU;179;ESCOLA MUNICIPAL ADALGISA MONTEIRO;ESTRADA DO BOUGANVILLE, 346 COND. FLORESTA;RIO DE JANEIRO;23;-229.734.962;-433.294.355
AMANDA BRANDAO ARMELAU;179;ESCOLA MUNICIPAL ALEKSANDER HENRYKS LAKS;AV. CANAL DO ANIL, 1201;RIO DE JANEIRO;46;-229.627.273;-433.443.203
AMANDA BRANDAO ARMELAU;179;ESCOLA MUNICIPAL ALPHONSUS GUIMARAES;RUA EDGARD WERNECK S/N;RIO DE JANEIRO;25;-229.448.391;-43.356.768
AMANDA BRANDAO ARMELAU;179;ESCOLA MUNICIPAL AVERTANO ROCHA;RUA REBOUCAS 97;RIO DE JANEIRO;23;-229.440.468;-4.336.025.619.999.990
AMANDA BRANDAO ARMELAU;179;ESCOLA MUNICIPAL CLAUDIO BESSERMAN VIANNA - BUSSUNDA;ESTRADA DE JACAREPAGUA 3327;RIO DE JANEIRO;32;-229.734.243;-4.332.934.820.000.000
AMANDA BRANDAO ARMELAU;179;ESCOLA MUNICIPAL DORCELINA GOMES DA COSTA - ANTIGO JULIANO MOREIRA;RUA MINISTRO GABRIEL DE PIZA, 544;RIO DE JANEIRO;24;-229.414.537;-433.603.841
AMANDA BRANDAO ARMELAU;179;ESCOLA MUNICIPAL DYLA SYLVIA SÁ;RUA MIRATAIA, 299;RIO DE JANEIRO;13;-229.374.807;-433.643.822
AMANDA BRANDAO ARMELAU;179;ESCOLA MUNICIPAL FREDERICO EYER;RUA EDGARD CAVALEIRO 264;RIO DE JANEIRO;18;-229.441.657;-433.605.913
AMANDA BRANDAO ARMELAU;179;ESCOLA MUNICIPAL JOAO MENDONCA LIMA;RUA ALBERTO PASQUALINI 455;RIO DE JANEIRO;35;-229.231.084;-433.539.035
AMANDA BRANDAO ARMELAU;179;ESCOLA MUNICIPAL JORGE AMADO;ESTRADA DE JACAREPAGUA 3145 FDS;RIO DE JANEIRO;41;-229.756.419;-433.285.167
AMANDA BRANDAO ARMELAU;179;ESCOLA MUNICIPAL MAL. CANROBERT P. DA COSTA;ESTR. DO ENGENHO DAGUA S/N;RIO DE JANEIRO;44;-229.557.494;-4.334.081.949.999.990
AMANDA BRANDAO ARMELAU;179;ESCOLA MUNICIPAL NATURALISTA AUGUSTO RUSCHI;RUA SOLDADO LUIZ GONZAGA S/N;RIO DE JANEIRO;19;-229.561.415;-433.413.775
AMANDA BRANDAO ARMELAU;179;ESCOLA MUNICIPAL OCTAVIO FRIAS DE OLIVEIRA;ESTRADA DE JACAREPAGUA, 5679;RIO DE JANEIRO;22;-22.958.056;-4.333.652.319.999.990
AMANDA BRANDAO ARMELAU;179;ESCOLA MUNICIPAL POETA MARIO QUINTANA;AV. TENENTE CORONEL MUNIZ ARAGÃO, 896;RIO DE JANEIRO;56;-22.953.247;-4.334.667.959.999.990
AMANDA BRANDAO ARMELAU;179;ESCOLA MUNICIPAL PROFESSORA MARISA VARGAS MENEZES;ESTRADA DE JACAREPAGUÁ 5011 B;RIO DE JANEIRO;13;-229.732.383;-433.349.762
AMANDA BRANDAO ARMELAU;179;ESCOLA MUNICIPAL RIO DAS PEDRAS;ESTRADA DE JACAREPAGUÁ 3335;RIO DE JANEIRO;15;-22.973.232;-43.329.641
AMANDA BRANDAO ARMELAU;179;ESCOLA MUNICIPAL VICTOR HUGO;ESTRADA DOM CASMURRO S/N;RIO DE JANEIRO;45;-229.183.152;-432.002.264
